,Variable,Importance,Participant,nlp
K23142,Topic_t4,7.46E-07,K23142,LDA
KTGF527,Topic_t4,7.77E-07,KTGF527,LDA
KTGF130,Topic_t4,8.32E-07,KTGF130,LDA
K23101,Topic_t4,9.15E-07,K23101,LDA
KTGF561,Topic_t4,9.91E-07,KTGF561,LDA
K23143,Topic_t4,1.10E-06,K23143,LDA
K23565,Topic_t4,1.44E-06,K23565,LDA
K23133,Topic_t4,1.49E-06,K23133,LDA
K23559,Topic_t4,1.69E-06,K23559,LDA
K23557,Topic_t4,1.84E-06,K23557,LDA
KTGF553,Topic_t4,1.84E-06,KTGF553,LDA
K23532,Topic_t4,2.03E-06,K23532,LDA
KTGF142,Topic_t4,2.11E-06,KTGF142,LDA
K23555,Topic_t4,2.13E-06,K23555,LDA
K23556,Topic_t4,2.31E-06,K23556,LDA
K23502,Topic_t4,2.61E-06,K23502,LDA
K23125,Topic_t4,2.75E-06,K23125,LDA
K23109,Topic_t4,2.76E-06,K23109,LDA
K23563,Topic_t4,3.04E-06,K23563,LDA
KTGF146,Topic_t4,3.48E-06,KTGF146,LDA
KTFG534,Topic_t4,3.49E-06,KTFG534,LDA
KTGF122,Topic_t4,3.65E-06,KTGF122,LDA
K23104,Topic_t4,4.70E-06,K23104,LDA
K23150,Topic_t4,4.70E-06,K23150,LDA
K23131,Topic_t4,5.11E-06,K23131,LDA
KTGF129,Topic_t4,5.12E-06,KTGF129,LDA
K23541,Topic_t4,5.30E-06,K23541,LDA
K23548,Topic_t4,5.66E-06,K23548,LDA
KTGF138,Topic_t4,5.89E-06,KTGF138,LDA
K23147,Topic_t4,7.03E-06,K23147,LDA
KTGF556,Topic_t4,7.26E-06,KTGF556,LDA
K23551,Topic_t4,7.69E-06,K23551,LDA
K23533,Topic_t4,9.18E-06,K23533,LDA
KTGF126,Topic_t4,9.64E-06,KTGF126,LDA
KTGF557,Topic_t4,9.87E-06,KTGF557,LDA
KTGF120,Topic_t4,1.03E-05,KTGF120,LDA
KTGF154,Topic_t4,1.03E-05,KTGF154,LDA
KTGF545,Topic_t4,1.17E-05,KTGF545,LDA
K23526,Topic_t4,1.21E-05,K23526,LDA
KTGF136,Topic_t4,1.26E-05,KTGF136,LDA
KTGF550,Topic_t4,1.30E-05,KTGF550,LDA
KTGF565,Topic_t4,1.33E-05,KTGF565,LDA
KTGF153,Topic_t4,1.39E-05,KTGF153,LDA
KTGF156,Topic_t4,1.41E-05,KTGF156,LDA
K23144,Topic_t4,1.43E-05,K23144,LDA
K23531,Topic_t4,1.55E-05,K23531,LDA
KTGF549,Topic_t4,1.67E-05,KTGF549,LDA
K23507,Topic_t4,1.99E-05,K23507,LDA
KTGF118,Topic_t4,2.05E-05,KTGF118,LDA
K23517,Topic_t4,2.14E-05,K23517,LDA
KTGF148,Topic_t4,2.28E-05,KTGF148,LDA
K23120,Topic_t4,2.51E-05,K23120,LDA
K23117,Topic_t4,2.79E-05,K23117,LDA
KTGF158,Topic_t4,3.05E-05,KTGF158,LDA
K23148,Topic_t4,3.41E-05,K23148,LDA
K23122,Topic_t4,4.52E-05,K23122,LDA
K23115,Topic_t4,4.54E-05,K23115,LDA
KTGF544,Topic_t4,5.21E-05,KTGF544,LDA
KTGF562,Topic_t4,5.34E-05,KTGF562,LDA
KTGF540,Topic_t4,5.64E-05,KTGF540,LDA
K23126,Topic_t4,5.96E-05,K23126,LDA
KTGF147,Topic_t4,6.35E-05,KTGF147,LDA
KTGF570,Topic_t4,6.37E-05,KTGF570,LDA
K23537,Topic_t4,7.77E-05,K23537,LDA
K23122,Topic_t3,0,K23122,LDA
K23134,Topic_t3,0,K23134,LDA
K23147,Topic_t3,0,K23147,LDA
K23153,Topic_t3,0,K23153,LDA
K23529,Topic_t3,0,K23529,LDA
K23548,Topic_t3,0,K23548,LDA
K23551,Topic_t3,0,K23551,LDA
K23555,Topic_t3,0,K23555,LDA
K23557,Topic_t3,0,K23557,LDA
K23565,Topic_t3,0,K23565,LDA
KTGF124,Topic_t3,0,KTGF124,LDA
KTGF138,Topic_t3,0,KTGF138,LDA
KTGF533,Topic_t3,0,KTGF533,LDA
KTGF565,Topic_t3,0,KTGF565,LDA
K23129,Topic_t3,2.51E-09,K23129,LDA
K23559,Topic_t3,2.77E-09,K23559,LDA
KTGF143,Topic_t3,9.96E-09,KTGF143,LDA
KTGF118,Topic_t3,3.93E-08,KTGF118,LDA
K23521,Topic_t3,4.67E-08,K23521,LDA
KTGF561,Topic_t3,9.56E-08,KTGF561,LDA
KTGF550,Topic_t3,1.23E-07,KTGF550,LDA
KTGF127,Topic_t3,1.42E-07,KTGF127,LDA
K23143,Topic_t3,1.60E-07,K23143,LDA
KTGF153,Topic_t3,1.95E-07,KTGF153,LDA
K23144,Topic_t3,2.42E-07,K23144,LDA
K23503,Topic_t3,2.52E-07,K23503,LDA
K23536,Topic_t3,3.73E-07,K23536,LDA
K23145,Topic_t3,4.00E-07,K23145,LDA
K23531,Topic_t3,4.15E-07,K23531,LDA
K23104,Topic_t3,4.28E-07,K23104,LDA
K23552,Topic_t3,5.28E-07,K23552,LDA
K23556,Topic_t3,5.47E-07,K23556,LDA
K23139,Topic_t3,5.55E-07,K23139,LDA
K23114,Topic_t3,6.70E-07,K23114,LDA
KTGF570,Topic_t3,6.71E-07,KTGF570,LDA
KTGF120,Topic_t3,6.95E-07,KTGF120,LDA
K23502,Topic_t3,7.57E-07,K23502,LDA
K23101,Topic_t3,1.05E-06,K23101,LDA
K23541,Topic_t3,1.08E-06,K23541,LDA
KTGF148,Topic_t3,1.19E-06,KTGF148,LDA
KTGF157,Topic_t3,1.49E-06,KTGF157,LDA
K23125,Topic_t3,1.52E-06,K23125,LDA
KTGF136,Topic_t3,1.80E-06,KTGF136,LDA
KTGF549,Topic_t3,1.86E-06,KTGF549,LDA
K23540,Topic_t3,1.89E-06,K23540,LDA
K23508,Topic_t3,2.01E-06,K23508,LDA
KTGF125,Topic_t3,2.05E-06,KTGF125,LDA
KTGF147,Topic_t3,2.16E-06,KTGF147,LDA
KTGF154,Topic_t3,2.33E-06,KTGF154,LDA
K23128,Topic_t3,3.03E-06,K23128,LDA
KTGF130,Topic_t3,3.12E-06,KTGF130,LDA
K23107,Topic_t3,3.35E-06,K23107,LDA
KTGF556,Topic_t3,3.40E-06,KTGF556,LDA
KTGF557,Topic_t3,3.41E-06,KTGF557,LDA
K23509,Topic_t3,3.89E-06,K23509,LDA
K23142,Topic_t3,4.73E-06,K23142,LDA
KTGF142,Topic_t3,4.84E-06,KTGF142,LDA
K23563,Topic_t3,5.19E-06,K23563,LDA
K23133,Topic_t3,5.23E-06,K23133,LDA
KTFG534,Topic_t3,5.50E-06,KTFG534,LDA
K23120,Topic_t3,6.14E-06,K23120,LDA
K23109,Topic_t3,6.46E-06,K23109,LDA
KTGF126,Topic_t3,6.96E-06,KTGF126,LDA
KTGF540,Topic_t3,7.40E-06,KTGF540,LDA
K23126,Topic_t3,7.47E-06,K23126,LDA
KTGF562,Topic_t3,7.84E-06,KTGF562,LDA
K23156,Topic_t3,7.88E-06,K23156,LDA
K23150,Topic_t3,7.90E-06,K23150,LDA
K23526,Topic_t3,8.09E-06,K23526,LDA
KTGF156,Topic_t3,8.48E-06,KTGF156,LDA
K23148,Topic_t3,9.63E-06,K23148,LDA
KTGF129,Topic_t3,1.10E-05,KTGF129,LDA
KTGF528,Topic_t3,1.14E-05,KTGF528,LDA
K23115,Topic_t3,1.15E-05,K23115,LDA
K23510,Topic_t3,1.18E-05,K23510,LDA
KTGF158,Topic_t3,1.27E-05,KTGF158,LDA
K23131,Topic_t3,1.28E-05,K23131,LDA
K23106,Topic_t3,1.34E-05,K23106,LDA
K23121,Topic_t3,1.34E-05,K23121,LDA
K23507,Topic_t3,1.54E-05,K23507,LDA
KTGF122,Topic_t3,1.59E-05,KTGF122,LDA
K23130,Topic_t3,2.04E-05,K23130,LDA
KTGF572,Topic_t3,2.21E-05,KTGF572,LDA
K23117,Topic_t3,2.35E-05,K23117,LDA
K23533,Topic_t3,2.41E-05,K23533,LDA
K23537,Topic_t3,2.47E-05,K23537,LDA
KTGF553,Topic_t3,2.51E-05,KTGF553,LDA
K23532,Topic_t3,2.79E-05,K23532,LDA
K23136,Topic_t3,3.05E-05,K23136,LDA
KTGF545,Topic_t3,4.50E-05,KTGF545,LDA
KTGF527,Topic_t3,4.70E-05,KTGF527,LDA
KTGF146,Topic_t3,4.73E-05,KTGF146,LDA
K23517,Topic_t3,5.59E-05,K23517,LDA
KTGF544,Topic_t3,0.000106603,KTGF544,LDA
K23104,Topic_t2,0,K23104,LDA
K23106,Topic_t2,0,K23106,LDA
K23114,Topic_t2,0,K23114,LDA
K23122,Topic_t2,0,K23122,LDA
K23147,Topic_t2,0,K23147,LDA
K23521,Topic_t2,0,K23521,LDA
K23531,Topic_t2,0,K23531,LDA
K23532,Topic_t2,0,K23532,LDA
K23552,Topic_t2,0,K23552,LDA
K23555,Topic_t2,0,K23555,LDA
KTGF136,Topic_t2,0,KTGF136,LDA
KTGF143,Topic_t2,0,KTGF143,LDA
KTGF565,Topic_t2,0,KTGF565,LDA
K23130,Topic_t2,1.24E-08,K23130,LDA
KTGF124,Topic_t2,1.24E-08,KTGF124,LDA
K23537,Topic_t2,3.07E-08,K23537,LDA
KTGF562,Topic_t2,3.49E-08,KTGF562,LDA
K23565,Topic_t2,4.72E-08,K23565,LDA
K23563,Topic_t2,2.89E-07,K23563,LDA
K23148,Topic_t2,3.03E-07,K23148,LDA
K23129,Topic_t2,3.76E-07,K23129,LDA
K23153,Topic_t2,4.00E-07,K23153,LDA
K23143,Topic_t2,4.21E-07,K23143,LDA
KTGF138,Topic_t2,4.48E-07,KTGF138,LDA
K23559,Topic_t2,4.99E-07,K23559,LDA
K23507,Topic_t2,5.04E-07,K23507,LDA
K23502,Topic_t2,5.16E-07,K23502,LDA
KTGF147,Topic_t2,7.05E-07,KTGF147,LDA
KTGF126,Topic_t2,8.66E-07,KTGF126,LDA
K23121,Topic_t2,8.68E-07,K23121,LDA
K23109,Topic_t2,9.38E-07,K23109,LDA
K23533,Topic_t2,1.11E-06,K23533,LDA
K23156,Topic_t2,1.18E-06,K23156,LDA
KTGF572,Topic_t2,1.19E-06,KTGF572,LDA
K23548,Topic_t2,1.21E-06,K23548,LDA
K23144,Topic_t2,1.29E-06,K23144,LDA
KTGF120,Topic_t2,1.31E-06,KTGF120,LDA
KTGF528,Topic_t2,1.60E-06,KTGF528,LDA
K23142,Topic_t2,1.67E-06,K23142,LDA
KTGF122,Topic_t2,1.71E-06,KTGF122,LDA
K23126,Topic_t2,1.93E-06,K23126,LDA
K23107,Topic_t2,2.14E-06,K23107,LDA
K23503,Topic_t2,2.28E-06,K23503,LDA
K23120,Topic_t2,2.33E-06,K23120,LDA
K23556,Topic_t2,2.75E-06,K23556,LDA
KTGF158,Topic_t2,2.78E-06,KTGF158,LDA
KTGF544,Topic_t2,2.84E-06,KTGF544,LDA
KTGF129,Topic_t2,2.90E-06,KTGF129,LDA
K23517,Topic_t2,3.11E-06,K23517,LDA
K23541,Topic_t2,3.20E-06,K23541,LDA
KTGF125,Topic_t2,3.32E-06,KTGF125,LDA
KTGF549,Topic_t2,3.46E-06,KTGF549,LDA
K23145,Topic_t2,4.04E-06,K23145,LDA
KTGF127,Topic_t2,4.42E-06,KTGF127,LDA
KTGF561,Topic_t2,4.66E-06,KTGF561,LDA
KTGF556,Topic_t2,4.80E-06,KTGF556,LDA
K23551,Topic_t2,4.87E-06,K23551,LDA
K23536,Topic_t2,5.28E-06,K23536,LDA
KTGF550,Topic_t2,6.16E-06,KTGF550,LDA
K23131,Topic_t2,6.40E-06,K23131,LDA
K23139,Topic_t2,6.46E-06,K23139,LDA
K23133,Topic_t2,6.75E-06,K23133,LDA
KTGF118,Topic_t2,6.82E-06,KTGF118,LDA
KTGF527,Topic_t2,6.96E-06,KTGF527,LDA
KTGF153,Topic_t2,7.48E-06,KTGF153,LDA
K23115,Topic_t2,7.63E-06,K23115,LDA
K23529,Topic_t2,8.52E-06,K23529,LDA
K23128,Topic_t2,9.46E-06,K23128,LDA
K23101,Topic_t2,1.04E-05,K23101,LDA
K23150,Topic_t2,1.05E-05,K23150,LDA
KTGF540,Topic_t2,1.22E-05,KTGF540,LDA
K23540,Topic_t2,1.24E-05,K23540,LDA
KTGF142,Topic_t2,1.24E-05,KTGF142,LDA
KTGF553,Topic_t2,1.27E-05,KTGF553,LDA
KTGF533,Topic_t2,1.36E-05,KTGF533,LDA
K23136,Topic_t2,1.37E-05,K23136,LDA
KTGF157,Topic_t2,1.38E-05,KTGF157,LDA
KTGF154,Topic_t2,1.71E-05,KTGF154,LDA
K23526,Topic_t2,1.76E-05,K23526,LDA
KTGF557,Topic_t2,1.83E-05,KTGF557,LDA
KTGF570,Topic_t2,2.09E-05,KTGF570,LDA
KTFG534,Topic_t2,2.12E-05,KTFG534,LDA
K23509,Topic_t2,2.18E-05,K23509,LDA
KTGF156,Topic_t2,2.23E-05,KTGF156,LDA
KTGF545,Topic_t2,2.40E-05,KTGF545,LDA
K23557,Topic_t2,2.72E-05,K23557,LDA
KTGF148,Topic_t2,3.39E-05,KTGF148,LDA
K23117,Topic_t2,3.79E-05,K23117,LDA
K23125,Topic_t2,4.22E-05,K23125,LDA
K23510,Topic_t2,4.60E-05,K23510,LDA
K23134,Topic_t2,5.60E-05,K23134,LDA
KTGF130,Topic_t2,0.00010766,KTGF130,LDA
K23508,Topic_t2,0.000110344,K23508,LDA
KTGF146,Topic_t2,0.000166383,KTGF146,LDA
K23122,Topic_t1,0,K23122,LDA
K23128,Topic_t1,0,K23128,LDA
K23130,Topic_t1,0,K23130,LDA
K23136,Topic_t1,0,K23136,LDA
K23147,Topic_t1,0,K23147,LDA
KTGF129,Topic_t1,0,KTGF129,LDA
KTGF138,Topic_t1,0,KTGF138,LDA
KTGF142,Topic_t1,0,KTGF142,LDA
KTGF540,Topic_t1,0,KTGF540,LDA
K23529,Topic_t1,9.11E-10,K23529,LDA
K23145,Topic_t1,3.74E-09,K23145,LDA
KTGF126,Topic_t1,9.55E-09,KTGF126,LDA
K23101,Topic_t1,1.75E-08,K23101,LDA
K23533,Topic_t1,2.02E-08,K23533,LDA
K23104,Topic_t1,2.06E-07,K23104,LDA
KTGF553,Topic_t1,2.22E-07,KTGF553,LDA
KTGF147,Topic_t1,2.65E-07,KTGF147,LDA
KTGF572,Topic_t1,2.73E-07,KTGF572,LDA
KTFG534,Topic_t1,3.44E-07,KTFG534,LDA
KTGF561,Topic_t1,3.57E-07,KTGF561,LDA
K23557,Topic_t1,3.62E-07,K23557,LDA
K23142,Topic_t1,4.40E-07,K23142,LDA
K23114,Topic_t1,4.95E-07,K23114,LDA
K23507,Topic_t1,7.22E-07,K23507,LDA
K23508,Topic_t1,7.57E-07,K23508,LDA
K23531,Topic_t1,7.65E-07,K23531,LDA
K23150,Topic_t1,7.95E-07,K23150,LDA
K23503,Topic_t1,9.56E-07,K23503,LDA
KTGF562,Topic_t1,1.09E-06,KTGF562,LDA
K23563,Topic_t1,1.14E-06,K23563,LDA
K23555,Topic_t1,1.31E-06,K23555,LDA
KTGF550,Topic_t1,1.71E-06,KTGF550,LDA
K23517,Topic_t1,1.80E-06,K23517,LDA
K23502,Topic_t1,1.82E-06,K23502,LDA
K23556,Topic_t1,2.28E-06,K23556,LDA
KTGF154,Topic_t1,2.41E-06,KTGF154,LDA
K23541,Topic_t1,2.48E-06,K23541,LDA
K23144,Topic_t1,2.58E-06,K23144,LDA
K23120,Topic_t1,3.07E-06,K23120,LDA
KTGF565,Topic_t1,3.32E-06,KTGF565,LDA
KTGF127,Topic_t1,3.80E-06,KTGF127,LDA
K23139,Topic_t1,3.89E-06,K23139,LDA
K23148,Topic_t1,4.07E-06,K23148,LDA
K23551,Topic_t1,4.21E-06,K23551,LDA
K23143,Topic_t1,4.38E-06,K23143,LDA
K23536,Topic_t1,4.43E-06,K23536,LDA
K23131,Topic_t1,4.54E-06,K23131,LDA
KTGF118,Topic_t1,4.69E-06,KTGF118,LDA
K23565,Topic_t1,5.22E-06,K23565,LDA
KTGF545,Topic_t1,5.28E-06,KTGF545,LDA
KTGF533,Topic_t1,5.37E-06,KTGF533,LDA
KTGF156,Topic_t1,5.62E-06,KTGF156,LDA
KTGF557,Topic_t1,6.42E-06,KTGF557,LDA
K23540,Topic_t1,6.54E-06,K23540,LDA
KTGF153,Topic_t1,6.66E-06,KTGF153,LDA
K23509,Topic_t1,6.77E-06,K23509,LDA
KTGF143,Topic_t1,6.84E-06,KTGF143,LDA
KTGF120,Topic_t1,6.87E-06,KTGF120,LDA
K23548,Topic_t1,6.95E-06,K23548,LDA
K23129,Topic_t1,7.03E-06,K23129,LDA
K23153,Topic_t1,7.06E-06,K23153,LDA
KTGF556,Topic_t1,7.83E-06,KTGF556,LDA
K23107,Topic_t1,8.11E-06,K23107,LDA
K23532,Topic_t1,8.15E-06,K23532,LDA
KTGF125,Topic_t1,8.55E-06,KTGF125,LDA
KTGF136,Topic_t1,8.75E-06,KTGF136,LDA
K23537,Topic_t1,1.02E-05,K23537,LDA
KTGF146,Topic_t1,1.03E-05,KTGF146,LDA
K23559,Topic_t1,1.06E-05,K23559,LDA
K23156,Topic_t1,1.10E-05,K23156,LDA
K23510,Topic_t1,1.20E-05,K23510,LDA
KTGF544,Topic_t1,1.22E-05,KTGF544,LDA
K23109,Topic_t1,1.31E-05,K23109,LDA
KTGF570,Topic_t1,1.32E-05,KTGF570,LDA
K23125,Topic_t1,1.51E-05,K23125,LDA
K23134,Topic_t1,1.72E-05,K23134,LDA
KTGF130,Topic_t1,1.80E-05,KTGF130,LDA
KTGF528,Topic_t1,1.92E-05,KTGF528,LDA
K23526,Topic_t1,1.94E-05,K23526,LDA
KTGF549,Topic_t1,1.97E-05,KTGF549,LDA
K23133,Topic_t1,2.05E-05,K23133,LDA
KTGF527,Topic_t1,2.19E-05,KTGF527,LDA
KTGF157,Topic_t1,2.26E-05,KTGF157,LDA
KTGF148,Topic_t1,2.47E-05,KTGF148,LDA
K23115,Topic_t1,2.50E-05,K23115,LDA
K23121,Topic_t1,2.59E-05,K23121,LDA
KTGF158,Topic_t1,2.67E-05,KTGF158,LDA
K23552,Topic_t1,2.74E-05,K23552,LDA
K23521,Topic_t1,3.38E-05,K23521,LDA
KTGF122,Topic_t1,3.55E-05,KTGF122,LDA
KTGF124,Topic_t1,3.60E-05,KTGF124,LDA
K23106,Topic_t1,5.13E-05,K23106,LDA
K23126,Topic_t1,9.84E-05,K23126,LDA
K23117,Topic_t1,0.000131494,K23117,LDA
K23106,time,0,K23106,LIWC
K23134,Time,0,K23134,
K23531,time,0,K23531,LIWC
K23532,time,0,K23532,LIWC
K23540,time,0,K23540,LIWC
K23552,Time,0,K23552,
K23556,Time,0,K23556,
KTGF118,time,0,KTGF118,LIWC
KTGF136,Time,0,KTGF136,
KTGF138,time,0,KTGF138,LIWC
KTGF146,Time,0,KTGF146,
KTGF540,time,0,KTGF540,LIWC
KTGF565,time,0,KTGF565,LIWC
K23128,Time,8.42E-07,K23128,
KTGF533,time,2.78E-06,KTGF533,LIWC
K23556,time,5.48E-06,K23556,LIWC
KTGF540,Time,1.30E-05,KTGF540,
K23153,time,1.90E-05,K23153,LIWC
K23114,Time,2.10E-05,K23114,
K23143,time,2.13E-05,K23143,LIWC
KTGF154,time,3.03E-05,KTGF154,LIWC
K23147,Time,3.71E-05,K23147,
K23126,time,5.45E-05,K23126,LIWC
K23555,time,5.74E-05,K23555,LIWC
K23503,time,6.02E-05,K23503,LIWC
KTGF120,time,6.31E-05,KTGF120,LIWC
KTGF125,time,6.95E-05,KTGF125,LIWC
K23148,time,7.39E-05,K23148,LIWC
K23563,time,8.02E-05,K23563,LIWC
KTGF127,time,8.38E-05,KTGF127,LIWC
KTFG534,Time,8.53E-05,KTFG534,
K23133,time,0.000107085,K23133,LIWC
K23508,time,0.000118232,K23508,LIWC
K23565,time,0.000119298,K23565,LIWC
KTGF122,Time,0.000119573,KTGF122,
K23548,time,0.000122938,K23548,LIWC
KTGF124,time,0.000129899,KTGF124,LIWC
K23121,time,0.000141577,K23121,LIWC
K23107,time,0.000144711,K23107,LIWC
KTGF148,time,0.000150441,KTGF148,LIWC
K23536,time,0.000151664,K23536,LIWC
K23150,time,0.000153546,K23150,LIWC
K23125,time,0.000156527,K23125,LIWC
K23122,time,0.000167968,K23122,LIWC
K23114,time,0.000205986,K23114,LIWC
KTGF562,time,0.000215214,KTGF562,LIWC
K23115,time,0.000218532,K23115,LIWC
KTGF122,time,0.000244689,KTGF122,LIWC
K23133,Time,0.000250517,K23133,
KTGF138,Time,0.000264971,KTGF138,
K23541,time,0.000270695,K23541,LIWC
KTGF143,time,0.000279363,KTGF143,LIWC
KTGF158,time,0.000283332,KTGF158,LIWC
K23537,Time,0.000308661,K23537,
KTGF572,time,0.000342498,KTGF572,LIWC
K23134,time,0.000346162,K23134,LIWC
KTFG534,time,0.000374565,KTFG534,LIWC
K23552,time,0.000400543,K23552,LIWC
KTGF146,time,0.000404062,KTGF146,LIWC
KTGF557,time,0.00042392,KTGF557,LIWC
KTGF153,time,0.000435788,KTGF153,LIWC
KTGF561,time,0.000557361,KTGF561,LIWC
K23139,Time,0.000591175,K23139,
KTGF142,time,0.000645941,KTGF142,LIWC
K23131,time,0.000666935,K23131,LIWC
K23130,Time,0.000680294,K23130,
K23510,time,0.000705965,K23510,LIWC
KTGF147,time,0.000748598,KTGF147,LIWC
KTGF154,Time,0.000755226,KTGF154,
KTGF143,Time,0.000794482,KTGF143,
KTGF528,time,0.000818466,KTGF528,LIWC
KTGF148,Time,0.000852104,KTGF148,
KTGF527,time,0.000966567,KTGF527,LIWC
K23107,Time,0.000999095,K23107,
K23145,time,0.00103132,K23145,LIWC
K23144,time,0.001034244,K23144,LIWC
KTGF550,time,0.001097359,KTGF550,LIWC
K23131,Time,0.001159332,K23131,
K23529,time,0.001179231,K23529,LIWC
KTGF544,time,0.001356088,KTGF544,LIWC
K23148,Time,0.001391438,K23148,
K23130,time,0.00140574,K23130,LIWC
K23502,time,0.001514214,K23502,LIWC
KTGF572,Time,0.001585085,KTGF572,
K23104,Time,0.001650897,K23104,
K23136,time,0.001755557,K23136,LIWC
K23147,time,0.001816251,K23147,LIWC
K23537,time,0.001866359,K23537,LIWC
K23526,time,0.001921852,K23526,LIWC
K23120,time,0.001926903,K23120,LIWC
K23565,Time,0.001978351,K23565,
K23128,time,0.001990913,K23128,LIWC
KTGF556,time,0.001997436,KTGF556,LIWC
K23106,Time,0.002229966,K23106,
KTGF553,Time,0.002274947,KTGF553,
K23129,time,0.002313719,K23129,LIWC
K23509,time,0.002386745,K23509,LIWC
KTGF549,time,0.00243232,KTGF549,LIWC
K23503,Time,0.002490971,K23503,
K23145,Time,0.002586262,K23145,
KTGF157,time,0.002638994,KTGF157,LIWC
KTGF120,Time,0.00268167,KTGF120,
K23122,Time,0.002838711,K23122,
KTGF142,Time,0.002990817,KTGF142,
KTGF147,Time,0.003104671,KTGF147,
K23143,Time,0.00320193,K23143,
K23117,time,0.003395761,K23117,LIWC
K23531,Time,0.003465543,K23531,
KTGF561,Time,0.003625441,KTGF561,
KTGF556,Time,0.00373876,KTGF556,
K23142,Time,0.003833019,K23142,
K23563,Time,0.003895907,K23563,
KTGF570,time,0.003958699,KTGF570,LIWC
KTGF129,Time,0.004075765,KTGF129,
K23136,Time,0.004093352,K23136,
K23101,time,0.004250123,K23101,LIWC
K23507,time,0.004298551,K23507,LIWC
K23115,Time,0.00488551,K23115,
KTGF553,time,0.004888245,KTGF553,LIWC
KTGF549,Time,0.004892639,KTGF549,
KTGF156,time,0.004900273,KTGF156,LIWC
K23125,Time,0.005258575,K23125,
KTGF124,Time,0.005713415,KTGF124,
K23557,time,0.005759985,K23557,LIWC
K23521,time,0.005981014,K23521,LIWC
KTGF565,Time,0.006026894,KTGF565,
K23532,Time,0.006226309,K23532,
KTGF550,Time,0.006263888,KTGF550,
KTGF118,Time,0.006497568,KTGF118,
KTGF125,Time,0.006750998,KTGF125,
KTGF544,Time,0.006988207,KTGF544,
K23551,Time,0.00729893,K23551,
K23559,time,0.008094484,K23559,LIWC
KTGF545,time,0.00857873,KTGF545,LIWC
K23557,Time,0.00939159,K23557,
K23120,Time,0.010458876,K23120,
K23126,Time,0.010639534,K23126,
K23517,time,0.011246682,K23517,LIWC
K23510,Time,0.011683717,K23510,
KTGF562,Time,0.012819357,KTGF562,
K23529,Time,0.013038805,K23529,
K23153,Time,0.013063947,K23153,
KTGF545,Time,0.013461166,KTGF545,
KTGF129,time,0.014996539,KTGF129,LIWC
KTGF127,Time,0.015923022,KTGF127,
K23536,Time,0.016070313,K23536,
K23121,Time,0.017150966,K23121,
K23541,Time,0.017178542,K23541,
K23548,Time,0.017821183,K23548,
K23507,Time,0.018684645,K23507,
K23117,Time,0.018898238,K23117,
KTGF130,time,0.019298285,KTGF130,LIWC
KTGF570,Time,0.019820647,KTGF570,
K23101,Time,0.02390323,K23101,
K23150,Time,0.026691718,K23150,
KTGF557,Time,0.026813273,KTGF557,
KTGF528,Time,0.029311741,KTGF528,
K23521,Time,0.029346706,K23521,
K23540,Time,0.030323447,K23540,
K23555,Time,0.032879517,K23555,
K23109,Time,0.033395241,K23109,
KTGF527,Time,0.036126155,KTGF527,
K23533,time,0.039348324,K23533,LIWC
KTGF158,Time,0.041112718,KTGF158,
K23559,Time,0.041310379,K23559,
K23129,Time,0.044571635,K23129,
KTGF130,Time,0.045096372,KTGF130,
K23144,Time,0.045574784,K23144,
KTGF156,Time,0.050368526,KTGF156,
KTGF157,Time,0.067405788,KTGF157,
K23533,Time,0.068816771,K23533,
KTGF533,Time,0.071963072,KTGF533,
