,Variable,Importance,Participant,Time
K23133,Allure,0.000103652,K23133,LIWC
K23134,Allure,0.001766028,K23134,LIWC
K23136,Allure,1.71E-05,K23136,LIWC
K23142,Allure,0.004479015,K23142,LIWC
K23143,Allure,0.001250434,K23143,LIWC
K23144,Allure,0.000912041,K23144,LIWC
K23145,Allure,0.00107666,K23145,LIWC
K23147,Allure,0,K23147,LIWC
K23148,Allure,0.000379944,K23148,LIWC
K23150,Allure,4.96E-06,K23150,LIWC
K23153,Allure,0.000571479,K23153,LIWC
K23156,Allure,0,K23156,LIWC
K23502,Allure,0.001147509,K23502,LIWC
K23503,Allure,0.001046889,K23503,LIWC
K23507,Allure,0.013678464,K23507,LIWC
K23508,Allure,0.006834264,K23508,LIWC
K23509,Allure,0.022921919,K23509,LIWC
K23510,Allure,0.005023219,K23510,LIWC
K23517,Allure,0.050448198,K23517,LIWC
K23521,Allure,0.00066818,K23521,LIWC
K23526,Allure,0.000729904,K23526,LIWC
K23529,Allure,0,K23529,LIWC
K23531,Allure,0.120715106,K23531,LIWC
K23532,Allure,0,K23532,LIWC
K23533,Allure,0.021183393,K23533,LIWC
K23536,Allure,0.001173002,K23536,LIWC
K23537,Allure,0.00090469,K23537,LIWC
K23540,Allure,0.016156668,K23540,LIWC
K23541,Allure,0.000721314,K23541,LIWC
K23548,Allure,0,K23548,LIWC
K23551,Allure,0.006987133,K23551,LIWC
K23552,Allure,0,K23552,LIWC
K23555,Allure,0.000301352,K23555,LIWC
K23556,Allure,0.000749556,K23556,LIWC
K23557,Allure,0.000517964,K23557,LIWC
K23559,Allure,0.000157036,K23559,LIWC
K23563,Allure,0.006640098,K23563,LIWC
K23565,Allure,0.000142225,K23565,LIWC
KTFG534,Allure,0.000728617,KTFG534,LIWC
KTGF118,Allure,0.020914081,KTGF118,LIWC
KTGF120,Allure,0.000151412,KTGF120,LIWC
KTGF122,Allure,0.011200189,KTGF122,LIWC
KTGF124,Allure,0.009488149,KTGF124,LIWC
KTGF125,Allure,0.001357977,KTGF125,LIWC
KTGF126,Allure,0.008367722,KTGF126,LIWC
KTGF130,Allure,0.003966406,KTGF130,LIWC
KTGF136,Allure,0.003919386,KTGF136,LIWC
KTGF142,Allure,0,KTGF142,LIWC
KTGF143,Allure,0.000552732,KTGF143,LIWC
KTGF146,Allure,0.00563633,KTGF146,LIWC
KTGF147,Allure,0.001747531,KTGF147,LIWC
KTGF148,Allure,0.001984801,KTGF148,LIWC
KTGF153,Allure,0.000713176,KTGF153,LIWC
KTGF154,Allure,0.001077406,KTGF154,LIWC
KTGF156,Allure,0.002414033,KTGF156,LIWC
KTGF157,Allure,0.005772792,KTGF157,LIWC
KTGF158,Allure,0.009387101,KTGF158,LIWC
KTGF527,Allure,0.000676956,KTGF527,LIWC
KTGF528,Allure,0,KTGF528,LIWC
KTGF533,Allure,4.29E-05,KTGF533,LIWC
KTGF540,Allure,0,KTGF540,LIWC
KTGF544,Allure,0.001920872,KTGF544,LIWC
KTGF545,Allure,0.016358497,KTGF545,LIWC
KTGF549,Allure,0.000231711,KTGF549,LIWC
KTGF550,Allure,0.001515211,KTGF550,LIWC
KTGF553,Allure,0.020004862,KTGF553,LIWC
KTGF556,Allure,0.001847593,KTGF556,LIWC
KTGF557,Allure,0.049663164,KTGF557,LIWC
KTGF561,Allure,0.003179229,KTGF561,LIWC
KTGF562,Allure,0.011342717,KTGF562,LIWC
KTGF565,Allure,0,KTGF565,LIWC
KTGF570,Allure,0.002835415,KTGF570,LIWC
KTGF572,Allure,0.005637444,KTGF572,LIWC
K23101,Analytic,0.024973204,K23101,LIWC
K23104,Analytic,0.005161943,K23104,LIWC
K23106,Analytic,9.63E-05,K23106,LIWC
K23107,Analytic,0.003824945,K23107,LIWC
K23109,Analytic,0.001403289,K23109,LIWC
K23114,Analytic,0.084133797,K23114,LIWC
K23115,Analytic,0,K23115,LIWC
K23117,Analytic,0.030347307,K23117,LIWC
K23120,Analytic,0.025264101,K23120,LIWC
K23121,Analytic,0.013720733,K23121,LIWC
K23122,Analytic,0,K23122,LIWC
K23125,Analytic,0,K23125,LIWC
K23126,Analytic,0.046421152,K23126,LIWC
K23128,Analytic,0,K23128,LIWC
K23129,Analytic,0,K23129,LIWC
K23130,Analytic,0,K23130,LIWC
K23131,Analytic,0.017916808,K23131,LIWC
K23133,Analytic,0.005119558,K23133,LIWC
K23134,Analytic,0,K23134,LIWC
K23136,Analytic,0,K23136,LIWC
K23142,Analytic,0.012104444,K23142,LIWC
K23143,Analytic,0.038185149,K23143,LIWC
K23144,Analytic,0.014054642,K23144,LIWC
K23145,Analytic,0.010728776,K23145,LIWC
K23147,Analytic,0,K23147,LIWC
K23148,Analytic,0.000827362,K23148,LIWC
K23150,Analytic,0.000384727,K23150,LIWC
K23153,Analytic,0,K23153,LIWC
K23156,Analytic,0.017357163,K23156,LIWC
K23502,Analytic,0.03674637,K23502,LIWC
K23503,Analytic,0.017961133,K23503,LIWC
K23507,Analytic,0.014590485,K23507,LIWC
K23508,Analytic,0.001125753,K23508,LIWC
K23509,Analytic,0.031693936,K23509,LIWC
K23510,Analytic,0.010606812,K23510,LIWC
K23517,Analytic,0.512747839,K23517,LIWC
K23521,Analytic,0,K23521,LIWC
K23526,Analytic,0.057270055,K23526,LIWC
K23529,Analytic,0.001217532,K23529,LIWC
K23531,Analytic,0,K23531,LIWC
K23532,Analytic,0.00180802,K23532,LIWC
K23533,Analytic,0.140657301,K23533,LIWC
K23536,Analytic,0.000452444,K23536,LIWC
K23537,Analytic,0.00926415,K23537,LIWC
K23540,Analytic,0.033575547,K23540,LIWC
K23541,Analytic,0,K23541,LIWC
K23548,Analytic,0,K23548,LIWC
K23551,Analytic,0.000610631,K23551,LIWC
K23552,Analytic,0.080651012,K23552,LIWC
K23555,Analytic,0.333060409,K23555,LIWC
K23556,Analytic,0.003209046,K23556,LIWC
K23557,Analytic,0.004770864,K23557,LIWC
K23559,Analytic,0.000175967,K23559,LIWC
K23563,Analytic,6.01E-05,K23563,LIWC
K23565,Analytic,0.002131528,K23565,LIWC
KTFG534,Analytic,0.000352759,KTFG534,LIWC
KTGF118,Analytic,0.001792514,KTGF118,LIWC
KTGF120,Analytic,0,KTGF120,LIWC
KTGF122,Analytic,0.037693623,KTGF122,LIWC
KTGF124,Analytic,2.03E-06,KTGF124,LIWC
KTGF125,Analytic,0.019417094,KTGF125,LIWC
KTGF126,Analytic,0.001921362,KTGF126,LIWC
KTGF129,Analytic,0.029870995,KTGF129,LIWC
KTGF130,Analytic,0.005043735,KTGF130,LIWC
KTGF136,Analytic,0.000754676,KTGF136,LIWC
KTGF142,Analytic,0.008900704,KTGF142,LIWC
KTGF143,Analytic,0.024953024,KTGF143,LIWC
KTGF146,Analytic,0.161922008,KTGF146,LIWC
KTGF147,Analytic,0.003783744,KTGF147,LIWC
KTGF148,Analytic,0.187109285,KTGF148,LIWC
KTGF153,Analytic,0.023223918,KTGF153,LIWC
KTGF154,Analytic,0.000315732,KTGF154,LIWC
KTGF156,Analytic,0.011749911,KTGF156,LIWC
KTGF157,Analytic,0.083292956,KTGF157,LIWC
KTGF158,Analytic,0.00317474,KTGF158,LIWC
KTGF527,Analytic,0.055971117,KTGF527,LIWC
KTGF528,Analytic,1.83E-05,KTGF528,LIWC
KTGF533,Analytic,3.20E-06,KTGF533,LIWC
KTGF540,Analytic,0,KTGF540,LIWC
KTGF544,Analytic,0.185448186,KTGF544,LIWC
KTGF545,Analytic,0.09585615,KTGF545,LIWC
KTGF549,Analytic,0,KTGF549,LIWC
KTGF550,Analytic,0.009897508,KTGF550,LIWC
KTGF553,Analytic,0.009260734,KTGF553,LIWC
KTGF556,Analytic,2.73E-05,KTGF556,LIWC
KTGF557,Analytic,0.143457981,KTGF557,LIWC
KTGF561,Analytic,0.11834843,KTGF561,LIWC
KTGF562,Analytic,0.070911809,KTGF562,LIWC
KTGF565,Analytic,0.018691397,KTGF565,LIWC
KTGF570,Analytic,0.05156437,KTGF570,LIWC
KTGF572,Analytic,0.001111873,KTGF572,LIWC
K23101,Angry GPT,9.61E-09,K23101,GPT
K23104,Angry GPT,7.14E-06,K23104,GPT
K23106,Angry GPT,0.001381955,K23106,GPT
K23107,Angry GPT,6.70E-05,K23107,GPT
K23109,Angry GPT,0.000324142,K23109,GPT
K23114,Angry GPT,0,K23114,GPT
K23115,Angry GPT,0.001186295,K23115,GPT
K23117,Angry GPT,6.92E-05,K23117,GPT
K23120,Angry GPT,0.00037685,K23120,GPT
K23121,Angry GPT,0,K23121,GPT
K23122,Angry GPT,0.000109486,K23122,GPT
K23125,Angry GPT,0.00161198,K23125,GPT
K23126,Angry GPT,7.83E-05,K23126,GPT
K23128,Angry GPT,0,K23128,GPT
K23129,Angry GPT,0.001248122,K23129,GPT
K23130,Angry GPT,2.14E-05,K23130,GPT
K23131,Angry GPT,0.00013236,K23131,GPT
K23133,Angry GPT,0.002764094,K23133,GPT
K23134,Angry GPT,0,K23134,GPT
K23136,Angry GPT,9.32E-06,K23136,GPT
K23143,Angry GPT,0.000150464,K23143,GPT
K23144,Angry GPT,0.000315494,K23144,GPT
K23145,Angry GPT,0.000318827,K23145,GPT
K23147,Angry GPT,7.36E-06,K23147,GPT
K23148,Angry GPT,0.000106851,K23148,GPT
K23150,Angry GPT,0,K23150,GPT
K23153,Angry GPT,0.000222526,K23153,GPT
K23156,Angry GPT,0.000194695,K23156,GPT
K23502,Angry GPT,2.79E-05,K23502,GPT
K23503,Angry GPT,0.000111,K23503,GPT
K23507,Angry GPT,0.001745171,K23507,GPT
K23508,Angry GPT,4.34E-05,K23508,GPT
K23509,Angry GPT,5.25E-09,K23509,GPT
K23510,Angry GPT,0.000857971,K23510,GPT
K23517,Angry GPT,0.002055398,K23517,GPT
K23521,Angry GPT,0,K23521,GPT
K23526,Angry GPT,0.00200135,K23526,GPT
K23529,Angry GPT,6.94E-09,K23529,GPT
K23531,Angry GPT,0,K23531,GPT
K23532,Angry GPT,0,K23532,GPT
K23533,Angry GPT,0.000259941,K23533,GPT
K23536,Angry GPT,3.33E-05,K23536,GPT
K23537,Angry GPT,0.000518615,K23537,GPT
K23540,Angry GPT,0.000601424,K23540,GPT
K23541,Angry GPT,3.87E-06,K23541,GPT
K23548,Angry GPT,0.000432488,K23548,GPT
K23551,Angry GPT,3.40E-06,K23551,GPT
K23552,Angry GPT,0.000119171,K23552,GPT
K23555,Angry GPT,0.0003793,K23555,GPT
K23556,Angry GPT,0,K23556,GPT
K23557,Angry GPT,6.53E-05,K23557,GPT
K23559,Angry GPT,0.000517523,K23559,GPT
K23563,Angry GPT,0.001100998,K23563,GPT
K23565,Angry GPT,0.000434633,K23565,GPT
KTFG534,Angry GPT,0.001893867,KTFG534,GPT
KTGF118,Angry GPT,0.000596432,KTGF118,GPT
KTGF120,Angry GPT,0.000131516,KTGF120,GPT
KTGF122,Angry GPT,0.001591952,KTGF122,GPT
KTGF124,Angry GPT,0.003054521,KTGF124,GPT
KTGF125,Angry GPT,1.27E-05,KTGF125,GPT
KTGF126,Angry GPT,7.96E-05,KTGF126,GPT
KTGF129,Angry GPT,0.000443524,KTGF129,GPT
KTGF130,Angry GPT,0.000835817,KTGF130,GPT
KTGF136,Angry GPT,0.000116037,KTGF136,GPT
KTGF142,Angry GPT,0.000270024,KTGF142,GPT
KTGF143,Angry GPT,0.000158059,KTGF143,GPT
KTGF146,Angry GPT,4.29E-05,KTGF146,GPT
KTGF147,Angry GPT,0.00091559,KTGF147,GPT
KTGF148,Angry GPT,0.00011461,KTGF148,GPT
KTGF153,Angry GPT,0.000383537,KTGF153,GPT
KTGF154,Angry GPT,0.000387727,KTGF154,GPT
KTGF156,Angry GPT,0.00104504,KTGF156,GPT
KTGF157,Angry GPT,0.000330656,KTGF157,GPT
KTGF158,Angry GPT,2.20E-05,KTGF158,GPT
KTGF527,Angry GPT,0.000240386,KTGF527,GPT
KTGF528,Angry GPT,0.009867678,KTGF528,GPT
KTGF533,Angry GPT,0.000320086,KTGF533,GPT
KTGF540,Angry GPT,0,KTGF540,GPT
KTGF544,Angry GPT,3.08E-05,KTGF544,GPT
KTGF545,Angry GPT,0.001684921,KTGF545,GPT
KTGF549,Angry GPT,0,KTGF549,GPT
KTGF550,Angry GPT,0.001424881,KTGF550,GPT
KTGF553,Angry GPT,0.000287441,KTGF553,GPT
KTGF556,Angry GPT,2.99E-05,KTGF556,GPT
KTGF557,Angry GPT,0.001749684,KTGF557,GPT
KTGF561,Angry GPT,0.000453127,KTGF561,GPT
KTGF562,Angry GPT,0.001828769,KTGF562,GPT
KTGF565,Angry GPT,0,KTGF565,GPT
KTGF570,Angry GPT,0.000756539,KTGF570,GPT
KTGF572,Angry GPT,0.000239679,KTGF572,GPT
K23101,Apostrophes ,0.010772912,K23101,LIWC
K23121,Apostrophes ,0.001174758,K23121,LIWC
K23125,Apostrophes ,0.002067017,K23125,LIWC
K23126,Apostrophes ,0.00064117,K23126,LIWC
K23128,Apostrophes ,0,K23128,LIWC
K23133,Apostrophes ,0.026575575,K23133,LIWC
K23134,Apostrophes ,5.31E-07,K23134,LIWC
K23136,Apostrophes ,0.002416717,K23136,LIWC
K23145,Apostrophes ,0.002056857,K23145,LIWC
K23147,Apostrophes ,0,K23147,LIWC
K23148,Apostrophes ,0.00050807,K23148,LIWC
K23503,Apostrophes ,0,K23503,LIWC
K23509,Apostrophes ,8.26E-05,K23509,LIWC
K23510,Apostrophes ,0.023471837,K23510,LIWC
K23521,Apostrophes ,0.001201348,K23521,LIWC
K23526,Apostrophes ,0.032252626,K23526,LIWC
K23532,Apostrophes ,0,K23532,LIWC
K23536,Apostrophes ,0.001094005,K23536,LIWC
K23537,Apostrophes ,0.007216244,K23537,LIWC
K23551,Apostrophes ,7.17E-05,K23551,LIWC
K23552,Apostrophes ,3.95E-05,K23552,LIWC
K23555,Apostrophes ,0.000390974,K23555,LIWC
K23556,Apostrophes ,0.000779605,K23556,LIWC
KTFG534,Apostrophes ,0.000360186,KTFG534,LIWC
KTGF118,Apostrophes ,3.37E-05,KTGF118,LIWC
KTGF120,Apostrophes ,0.001822617,KTGF120,LIWC
KTGF124,Apostrophes ,2.32E-06,KTGF124,LIWC
KTGF125,Apostrophes ,0.002300347,KTGF125,LIWC
KTGF142,Apostrophes ,0,KTGF142,LIWC
KTGF143,Apostrophes ,9.77E-05,KTGF143,LIWC
KTGF146,Apostrophes ,0.005287442,KTGF146,LIWC
KTGF156,Apostrophes ,0.003848129,KTGF156,LIWC
KTGF157,Apostrophes ,0.008250849,KTGF157,LIWC
KTGF158,Apostrophes ,0.000962955,KTGF158,LIWC
KTGF527,Apostrophes ,0.001718845,KTGF527,LIWC
KTGF528,Apostrophes ,0,KTGF528,LIWC
KTGF533,Apostrophes ,0.005074798,KTGF533,LIWC
KTGF540,Apostrophes ,0.002620003,KTGF540,LIWC
KTGF544,Apostrophes ,0.004991716,KTGF544,LIWC
KTGF549,Apostrophes ,0,KTGF549,LIWC
KTGF553,Apostrophes ,0.002300209,KTGF553,LIWC
KTGF556,Apostrophes ,0.00019216,KTGF556,LIWC
KTGF557,Apostrophes ,0.008742838,KTGF557,LIWC
KTGF565,Apostrophes ,0,KTGF565,LIWC
K23101,Article ,0.002138413,K23101,LIWC
K23104,Article ,0.001434416,K23104,LIWC
K23106,Article ,7.45E-05,K23106,LIWC
K23107,Article ,0.00014151,K23107,LIWC
K23109,Article ,0.000839427,K23109,LIWC
K23114,Article ,0.000750317,K23114,LIWC
K23115,Article ,0.000294812,K23115,LIWC
K23117,Article ,0.009736004,K23117,LIWC
K23120,Article ,0.010967283,K23120,LIWC
K23121,Article ,4.52E-06,K23121,LIWC
K23122,Article ,0.011684125,K23122,LIWC
K23125,Article ,0.000985529,K23125,LIWC
K23126,Article ,0.027748862,K23126,LIWC
K23128,Article ,2.50E-06,K23128,LIWC
K23129,Article ,0.002512963,K23129,LIWC
K23130,Article ,2.41E-07,K23130,LIWC
K23131,Article ,0.012591658,K23131,LIWC
K23133,Article ,0.000152383,K23133,LIWC
K23134,Article ,0.001837814,K23134,LIWC
K23136,Article ,0.007733597,K23136,LIWC
K23143,Article ,0.000798537,K23143,LIWC
K23144,Article ,0.004419448,K23144,LIWC
K23145,Article ,0.000425246,K23145,LIWC
K23147,Article ,0,K23147,LIWC
K23148,Article ,0.000246126,K23148,LIWC
K23150,Article ,0.000388249,K23150,LIWC
K23153,Article ,0.001254882,K23153,LIWC
K23156,Article ,0,K23156,LIWC
K23502,Article ,0.017853059,K23502,LIWC
K23503,Article ,0.012834275,K23503,LIWC
K23507,Article ,0.000209365,K23507,LIWC
K23508,Article ,0.002478134,K23508,LIWC
K23509,Article ,0.005181818,K23509,LIWC
K23510,Article ,0.00169129,K23510,LIWC
K23517,Article ,0.049421462,K23517,LIWC
K23521,Article ,0,K23521,LIWC
K23526,Article ,0.021024343,K23526,LIWC
K23529,Article ,5.72E-06,K23529,LIWC
K23531,Article ,0,K23531,LIWC
K23532,Article ,0.000424046,K23532,LIWC
K23533,Article ,0.003127065,K23533,LIWC
K23536,Article ,0,K23536,LIWC
K23537,Article ,0.004996417,K23537,LIWC
K23540,Article ,0.007726521,K23540,LIWC
K23541,Article ,0.002190741,K23541,LIWC
K23548,Article ,0.000427403,K23548,LIWC
K23551,Article ,0.000489611,K23551,LIWC
K23552,Article ,0,K23552,LIWC
K23555,Article ,0.004881972,K23555,LIWC
K23556,Article ,8.95E-05,K23556,LIWC
K23557,Article ,0.00103103,K23557,LIWC
K23559,Article ,0.019077234,K23559,LIWC
K23563,Article ,0.000792512,K23563,LIWC
K23565,Article ,0.00093322,K23565,LIWC
KTFG534,Article ,0.00191675,KTFG534,LIWC
KTGF118,Article ,0.000184105,KTGF118,LIWC
KTGF120,Article ,0.001552135,KTGF120,LIWC
KTGF122,Article ,0.005105035,KTGF122,LIWC
KTGF124,Article ,0.00049326,KTGF124,LIWC
KTGF125,Article ,0.000504435,KTGF125,LIWC
KTGF126,Article ,0.00166996,KTGF126,LIWC
KTGF129,Article ,0.001714075,KTGF129,LIWC
KTGF130,Article ,0.018373952,KTGF130,LIWC
KTGF142,Article ,0,KTGF142,LIWC
KTGF143,Article ,0.000718167,KTGF143,LIWC
KTGF146,Article ,0.000219315,KTGF146,LIWC
KTGF147,Article ,0.002524505,KTGF147,LIWC
KTGF148,Article ,0.000820292,KTGF148,LIWC
KTGF153,Article ,0.023060343,KTGF153,LIWC
KTGF154,Article ,0.001013869,KTGF154,LIWC
KTGF156,Article ,0.001257907,KTGF156,LIWC
KTGF157,Article ,0.012764424,KTGF157,LIWC
KTGF158,Article ,0,KTGF158,LIWC
KTGF527,Article ,0.000185663,KTGF527,LIWC
KTGF528,Article ,0.00641908,KTGF528,LIWC
KTGF533,Article ,0.00145397,KTGF533,LIWC
KTGF540,Article ,0.003255934,KTGF540,LIWC
KTGF544,Article ,0.001261802,KTGF544,LIWC
KTGF545,Article ,0.007977733,KTGF545,LIWC
KTGF549,Article ,1.15E-05,KTGF549,LIWC
KTGF550,Article ,0.005556106,KTGF550,LIWC
KTGF553,Article ,0.001320794,KTGF553,LIWC
KTGF556,Article ,0.008675637,KTGF556,LIWC
KTGF557,Article ,0.053711402,KTGF557,LIWC
KTGF561,Article ,0.001000024,KTGF561,LIWC
KTGF562,Article ,0.001601455,KTGF562,LIWC
KTGF565,Article ,0.000243851,KTGF565,LIWC
KTGF570,Article ,0.006476791,KTGF570,LIWC
KTGF572,Article ,0.002612154,KTGF572,LIWC
K23101,Authentic,0.013638535,K23101,LIWC
K23104,Authentic,0.020653623,K23104,LIWC
K23106,Authentic,0,K23106,LIWC
K23107,Authentic,0.000642896,K23107,LIWC
K23109,Authentic,0.000602478,K23109,LIWC
K23114,Authentic,0.024478068,K23114,LIWC
K23115,Authentic,0.022907135,K23115,LIWC
K23117,Authentic,0.00540678,K23117,LIWC
K23120,Authentic,0.022455086,K23120,LIWC
K23121,Authentic,0.003804815,K23121,LIWC
K23122,Authentic,0,K23122,LIWC
K23125,Authentic,0.002960221,K23125,LIWC
K23126,Authentic,0.141528334,K23126,LIWC
K23128,Authentic,0.000665394,K23128,LIWC
K23129,Authentic,0.007228258,K23129,LIWC
K23130,Authentic,0,K23130,LIWC
K23131,Authentic,0.002137562,K23131,LIWC
K23133,Authentic,0.008780483,K23133,LIWC
K23134,Authentic,0.003389917,K23134,LIWC
K23136,Authentic,0.01246666,K23136,LIWC
K23142,Authentic,0.001704034,K23142,LIWC
K23143,Authentic,0.000696189,K23143,LIWC
K23144,Authentic,0.005886573,K23144,LIWC
K23145,Authentic,0.006871199,K23145,LIWC
K23147,Authentic,0,K23147,LIWC
K23148,Authentic,0.03989079,K23148,LIWC
K23150,Authentic,0.000219309,K23150,LIWC
K23153,Authentic,6.51E-06,K23153,LIWC
K23156,Authentic,0.15971134,K23156,LIWC
K23502,Authentic,0.00027399,K23502,LIWC
K23503,Authentic,0.028736048,K23503,LIWC
K23507,Authentic,0.014454144,K23507,LIWC
K23508,Authentic,0.00555787,K23508,LIWC
K23509,Authentic,0.011825942,K23509,LIWC
K23510,Authentic,0.012222747,K23510,LIWC
K23517,Authentic,0.011625646,K23517,LIWC
K23521,Authentic,0.00013312,K23521,LIWC
K23526,Authentic,0.004888738,K23526,LIWC
K23529,Authentic,0.026597355,K23529,LIWC
K23531,Authentic,0.001269365,K23531,LIWC
K23532,Authentic,0.002866319,K23532,LIWC
K23533,Authentic,0.219632151,K23533,LIWC
K23536,Authentic,0.145680634,K23536,LIWC
K23537,Authentic,0.111285348,K23537,LIWC
K23540,Authentic,0.067347829,K23540,LIWC
K23541,Authentic,3.43E-05,K23541,LIWC
K23548,Authentic,0.018163344,K23548,LIWC
K23551,Authentic,0.252785993,K23551,LIWC
K23552,Authentic,0,K23552,LIWC
K23555,Authentic,0.008409288,K23555,LIWC
K23556,Authentic,0.065962786,K23556,LIWC
K23557,Authentic,0.009722745,K23557,LIWC
K23559,Authentic,0.022968815,K23559,LIWC
K23563,Authentic,0.02039146,K23563,LIWC
K23565,Authentic,0.002536399,K23565,LIWC
KTGF118,Authentic,0.008901968,KTGF118,LIWC
KTGF120,Authentic,0,KTGF120,LIWC
KTGF122,Authentic,0.069669913,KTGF122,LIWC
KTGF124,Authentic,0.000528558,KTGF124,LIWC
KTGF125,Authentic,0.001891584,KTGF125,LIWC
KTGF126,Authentic,0.087598163,KTGF126,LIWC
KTGF129,Authentic,0.15334903,KTGF129,LIWC
KTGF130,Authentic,0.013350467,KTGF130,LIWC
KTGF136,Authentic,0.013247142,KTGF136,LIWC
KTGF142,Authentic,0.002171942,KTGF142,LIWC
KTGF143,Authentic,0.000582105,KTGF143,LIWC
KTGF146,Authentic,0.046079179,KTGF146,LIWC
KTGF147,Authentic,0.015776621,KTGF147,LIWC
KTGF148,Authentic,0.005768812,KTGF148,LIWC
KTGF153,Authentic,0.061699091,KTGF153,LIWC
KTGF154,Authentic,0.034927977,KTGF154,LIWC
KTGF156,Authentic,0.040766039,KTGF156,LIWC
KTGF157,Authentic,0.029239967,KTGF157,LIWC
KTGF158,Authentic,0.00292298,KTGF158,LIWC
KTGF527,Authentic,1.68E-05,KTGF527,LIWC
KTGF528,Authentic,0.008126646,KTGF528,LIWC
KTGF533,Authentic,0,KTGF533,LIWC
KTGF540,Authentic,0,KTGF540,LIWC
KTGF544,Authentic,0.029647343,KTGF544,LIWC
KTGF545,Authentic,0.000480346,KTGF545,LIWC
KTGF549,Authentic,0,KTGF549,LIWC
KTGF550,Authentic,0.020338859,KTGF550,LIWC
KTGF553,Authentic,0.010750619,KTGF553,LIWC
KTGF556,Authentic,0.000406458,KTGF556,LIWC
KTGF557,Authentic,0.005103479,KTGF557,LIWC
KTGF561,Authentic,0.001715563,KTGF561,LIWC
KTGF565,Authentic,0.002113067,KTGF565,LIWC
KTGF570,Authentic,0.017265436,KTGF570,LIWC
KTGF572,Authentic,0.091695052,KTGF572,LIWC
K23101,Auxiliary verbs  ,0.005040171,K23101,LIWC
K23106,Auxiliary verbs  ,0.000469294,K23106,LIWC
K23107,Auxiliary verbs  ,0.009203778,K23107,LIWC
K23109,Auxiliary verbs  ,0.000344511,K23109,LIWC
K23114,Auxiliary verbs  ,0,K23114,LIWC
K23115,Auxiliary verbs  ,0.00324295,K23115,LIWC
K23117,Auxiliary verbs  ,3.88E-05,K23117,LIWC
K23120,Auxiliary verbs  ,0.00225747,K23120,LIWC
K23121,Auxiliary verbs  ,0.000239295,K23121,LIWC
K23125,Auxiliary verbs  ,0.000208701,K23125,LIWC
K23126,Auxiliary verbs  ,0.036886888,K23126,LIWC
K23128,Auxiliary verbs  ,0,K23128,LIWC
K23129,Auxiliary verbs  ,0.006203375,K23129,LIWC
K23130,Auxiliary verbs  ,0,K23130,LIWC
K23131,Auxiliary verbs  ,5.85E-05,K23131,LIWC
K23133,Auxiliary verbs  ,0.002369672,K23133,LIWC
K23134,Auxiliary verbs  ,0.006959303,K23134,LIWC
K23136,Auxiliary verbs  ,0.000226197,K23136,LIWC
K23143,Auxiliary verbs  ,0.002901159,K23143,LIWC
K23144,Auxiliary verbs  ,0.015231744,K23144,LIWC
K23145,Auxiliary verbs  ,0.002237381,K23145,LIWC
K23147,Auxiliary verbs  ,0,K23147,LIWC
K23148,Auxiliary verbs  ,0.000265298,K23148,LIWC
K23150,Auxiliary verbs  ,1.21E-05,K23150,LIWC
K23153,Auxiliary verbs  ,0.00192687,K23153,LIWC
K23156,Auxiliary verbs  ,0.000765385,K23156,LIWC
K23502,Auxiliary verbs  ,0.001075059,K23502,LIWC
K23503,Auxiliary verbs  ,0.000314496,K23503,LIWC
K23507,Auxiliary verbs  ,0.003269653,K23507,LIWC
K23508,Auxiliary verbs  ,0,K23508,LIWC
K23509,Auxiliary verbs  ,0.004978111,K23509,LIWC
K23510,Auxiliary verbs  ,0.005016504,K23510,LIWC
K23517,Auxiliary verbs  ,0.151546141,K23517,LIWC
K23521,Auxiliary verbs  ,0.000725568,K23521,LIWC
K23526,Auxiliary verbs  ,0.056270995,K23526,LIWC
K23529,Auxiliary verbs  ,0.000425304,K23529,LIWC
K23531,Auxiliary verbs  ,0,K23531,LIWC
K23532,Auxiliary verbs  ,0,K23532,LIWC
K23533,Auxiliary verbs  ,0.012696171,K23533,LIWC
K23536,Auxiliary verbs  ,0,K23536,LIWC
K23537,Auxiliary verbs  ,0.002094143,K23537,LIWC
K23540,Auxiliary verbs  ,0,K23540,LIWC
K23541,Auxiliary verbs  ,0.001777842,K23541,LIWC
K23548,Auxiliary verbs  ,0.000254189,K23548,LIWC
K23552,Auxiliary verbs  ,0,K23552,LIWC
K23555,Auxiliary verbs  ,0.032415658,K23555,LIWC
K23556,Auxiliary verbs  ,4.71E-05,K23556,LIWC
K23557,Auxiliary verbs  ,0.003600019,K23557,LIWC
K23559,Auxiliary verbs  ,1.05E-05,K23559,LIWC
K23563,Auxiliary verbs  ,1.85E-06,K23563,LIWC
K23565,Auxiliary verbs  ,0.000706597,K23565,LIWC
KTFG534,Auxiliary verbs  ,0.003780185,KTFG534,LIWC
KTGF118,Auxiliary verbs  ,7.52E-05,KTGF118,LIWC
KTGF120,Auxiliary verbs  ,0,KTGF120,LIWC
KTGF122,Auxiliary verbs  ,0.007349637,KTGF122,LIWC
KTGF124,Auxiliary verbs  ,0.014563435,KTGF124,LIWC
KTGF125,Auxiliary verbs  ,0.002220905,KTGF125,LIWC
KTGF126,Auxiliary verbs  ,0.000223688,KTGF126,LIWC
KTGF129,Auxiliary verbs  ,0.002373183,KTGF129,LIWC
KTGF130,Auxiliary verbs  ,0.018426555,KTGF130,LIWC
KTGF136,Auxiliary verbs  ,0,KTGF136,LIWC
KTGF142,Auxiliary verbs  ,0,KTGF142,LIWC
